"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"439","J.T. Brown","MIN","R","56","513.5","3","5","3","2","8","47.06","56","5.36","5.05","96","71","45","23","6","11","29","9","7","1","1","8","9","16","99","45","16","5","13","27.78"
"529","Saku Maenalanen","CAR","R","34","320.65","4","4","3","1","8","61.54","36","11.11","3.6","56","47","35","20","4","5","20","6","5","0","1","6","8","12","45","31","10","6","15","28.57"
"595","Colby Cave","BOS, EDM","C","53","652.58333333333","3","5","2","3","8","53.33","58","5.17","6.29","100","80","74","42","4","7","16","8","8","0","0","0","12","22","73","49","18","200","199","50.13"
"675","Dylan Sikura","CHI","R","33","372.31666666667","0","8","7","1","8","44.44","52","0.00","3.24","88","59","43","19","4","6","0","0","0","0","0","0","7","23","3","40","10","0","5","0.00"
"706","Oliver Kylington","CGY","D","38","472.03333333333","3","5","2","3","8","53.33","21","14.29","1.21","59","36","17","3","2","3","10","5","5","0","0","2","32","13","11","50","41","0","0","-"
"829","Trevor Moore","TOR","L","25","227.35","2","6","2","4","8","88.89","26","7.69","2.51","48","40","35","13","6","5","2","1","1","0","0","2","9","8","15","37","7","0","0","-"
"867","Jan Rutta","CHI, T.B","D","37","576.91666666667","2","6","2","4","8","27.59","42","4.76","1.3","82","56","15","0","2","3","16","8","8","0","0","5","12","1","24","46","30","0","0","-"
"896","Bogdan Kiselevich","FLA","D","32","475.33333333333","0","8","6","2","8","57.14","14","0.00","0.63","42","23","13","2","0","1","12","6","6","0","0","2","9","4","49","72","21","0","0","-"
"897","Antti Suomela","S.J","C","27","305.56666666667","3","5","3","2","8","100.00","42","7.14","5.02","73","63","43","28","2","9","4","2","2","0","0","3","7","5","10","30","11","102","127","44.54"
"90","Adam McQuaid","CBJ, NYR","D","50","788.86666666667","3","4","2","2","7","23.33","28","10.71","1.62","73","50","13","0","0","3","42","18","16","2","0","11","19","11","122","63","88","0","0","-"
"113","Jamie McGinn","FLA","L","19","202.86666666667","4","3","3","0","7","77.78","23","17.39","2.32","42","29","20","11","2","2","6","3","3","0","0","0","6","4","34","26","3","1","0","100.00"
"162","Carl Gunnarsson","STL","D","25","398.28333333333","3","4","0","4","7","29.17","21","14.29","1.3","48","31","18","5","0","2","6","3","3","0","0","1","7","6","11","36","35","0","0","-"
"216","Greg Pateryn","MIN","D","80","1369.65","1","6","5","1","7","16.67","100","1.00","2.57","205","145","26","6","3","9","41","19","18","1","0","6","17","14","144","89","118","0","1","0.00"
"266","Chris Wideman","EDM, FLA, OTT","D","25","326.43333333333","2","5","3","2","7","43.75","27","7.41","1.19","66","43","15","1","1","4","18","9","9","0","0","4","9","3","35","38","26","0","0","-"
"277","Erik Haula","VGK","C, L","15","248.81666666667","2","5","3","2","7","77.78","26","7.69","3.2","64","44","40","18","6","4","10","5","5","0","0","7","6","12","11","40","6","78","74","51.32"
"279","Phil Varone","PHI","C","47","371.65","3","4","3","1","7","58.33","34","8.82","2.81","54","39","34","15","5","2","8","4","4","0","0","4","11","5","23","29","19","81","82","49.69"
"291","Matt Irwin","NSH","D","44","497","1","6","4","2","7","35.00","50","2.00","1.22","112","72","17","2","2","6","38","12","9","2","1","6","13","8","80","77","37","0","0","-"
"357","Kevan Miller","BOS","D","39","692.06666666667","0","7","3","4","7","26.92","32","0.00","0.96","81","48","10","1","2","1","35","13","10","3","0","9","20","18","73","94","79","0","0","-"
"375","Nick Seeler","MIN","D","71","875.63333333333","2","5","2","3","7","25.00","67","2.99","2.44","153","97","25","6","1","7","64","22","17","4","1","16","18","5","78","71","116","0","0","-"
"403","Miikka Salomaki","NSH","R","37","386.86666666667","3","4","1","3","7","50.00","51","5.88","6.08","73","63","49","25","3","4","8","4","4","0","0","4","5","6","72","37","20","2","5","28.57"
"426","Joe Morrow","WPG","D","41","572.33333333333","1","6","4","2","7","24.14","40","2.50","1.35","119","72","21","0","1","8","20","7","5","2","0","5","28","5","37","37","37","0","0","-"
"512","Joakim Ryan","S.J","D","44","562.06666666667","0","7","0","7","7","23.33","35","0.00","1.3","80","48","12","2","1","6","15","6","5","1","0","5","9","11","43","59","39","0","0","-"
"616","Michael Dal Colle","NYI","L","28","339.03333333333","3","4","4","0","7","53.85","34","8.82","3.18","52","41","41","16","0","0","2","1","1","0","0","1","11","7","10","18","8","0","1","0.00"
"651","Christian Dvorak","ARI","C","20","287.7","2","5","4","1","7","63.64","25","8.00","3.84","43","34","30","20","1","3","2","1","1","0","0","1","14","12","16","29","7","125","101","55.31"
"741","Markus Hannikainen","CBJ","L","44","417.03333333333","4","3","2","1","7","70.00","52","7.69","4.87","88","70","49","28","4","4","2","1","1","0","0","7","1","15","63","50","8","0","3","0.00"
"775","Joey Anderson","N.J","R","34","438.65","4","3","3","0","7","58.33","49","8.16","4.56","72","59","32","16","1","8","6","3","3","0","0","2","3","12","42","44","11","9","8","52.94"
"848","Max Comtois","ANA","L","10","145.9","2","5","3","2","7","87.50","9","22.22","0.93","19","14","12","4","2","1","7","2","1","1","0","2","4","2","27","8","3","3","8","27.27"
"889","Igor Ozhiganov","TOR","D","53","742.8","3","4","2","2","7","22.58","43","6.98","1.29","131","73","18","1","1","6","14","7","7","0","0","2","34","11","57","71","48","0","0","-"
"893","Egor Yakovlev","N.J","D","25","391.83333333333","2","5","3","2","7","50.00","24","8.33","1.23","54","34","15","4","1","2","6","3","3","0","0","3","19","3","12","24","22","0","0","-"
"901","Taro Hirose","DET","L","10","153.05","1","6","3","3","7","87.50","15","6.67","0.9","22","17","13","3","0","2","2","1","1","0","0","1","7","5","1","14","9","1","0","100.00"
"32","Dion Phaneuf","L.A","D","67","1004.9333333333","1","5","1","4","6","18.75","80","1.25","2.89","197","122","43","7","1","10","53","22","19","3","0","20","30","6","128","49","79","0","0","-"
"140","Steven Kampfer","BOS","D","35","511.9","3","3","1","2","6","35.29","40","7.50","1.88","87","62","18","4","1","1","22","11","11","0","0","4","7","12","44","73","32","0","0","-"
"159","Brandon Sutter","VAN","C","26","454.15","4","2","1","1","6","50.00","43","9.30","3.15","74","58","42","16","3","6","6","3","3","0","0","5","6","8","33","22","13","224","238","48.48"
"179","Micheal Haley","FLA, S.J","C","43","347.91666666667","2","4","2","2","6","54.55","34","5.88","5.18","71","55","43","21","6","8","75","18","10","5","3","13","15","3","76","21","16","13","17","43.33"
"249","Dmitry Kulikov","WPG","D","57","892.81666666667","0","6","3","3","6","16.67","40","0.00","1.63","96","63","20","3","3","5","47","17","15","1","1","9","37","19","88","100","71","0","0","-"
"365","Lukas Sedlak","CBJ","C","47","422.95","4","2","1","1","6","50.00","43","9.30","4.49","70","60","46","27","5","6","10","5","5","0","0","9","8","6","69","74","20","43","44","49.43"
"373","Fredrik Claesson","NYR","D","37","638.18333333333","2","4","3","1","6","28.57","44","4.55","1.75","107","75","21","3","1","3","9","3","2","1","0","2","31","9","76","73","33","0","0","-"
"398","Brett Ritchie","DAL","R","53","509.05","4","2","0","2","6","50.00","57","7.02","4.55","106","79","56","25","1","5","57","20","16","3","1","3","12","7","126","57","13","2","7","22.22"
"465","Slater Koekkoek","CHI, T.B","D","31","490.78333333333","2","4","2","2","6","23.08","36","5.56","1.3","69","46","18","1","1","5","14","7","7","0","0","5","7","4","54","57","48","0","0","-"
"484","Martin Frk","DET","R","30","275.56666666667","1","5","4","1","6","60.00","28","3.57","2.79","58","43","30","13","1","3","4","2","2","0","0","1","10","3","35","18","4","0","0","-"
"542","Peter Cehlarik","BOS","L","20","251.86666666667","4","2","1","1","6","54.55","30","13.33","3.81","57","47","39","20","1","4","6","3","3","0","0","2","6","13","5","34","7","0","5","0.00"
"564","Carl Dahlstrom","CHI","D","38","706.96666666667","0","6","2","4","6","14.63","42","0.00","1.13","78","55","13","1","1","3","6","3","3","0","0","3","29","9","33","43","35","0","0","-"
"593","Jean-Sebastien Dea","N.J, PIT","C","23","235.88333333333","4","2","0","2","6","85.71","29","13.79","2.82","50","39","32","12","4","2","8","4","4","0","0","4","7","13","21","25","12","53","51","50.96"
"603","Christian Folin","MTL, PHI","D","45","704.66666666667","0","6","1","5","6","16.22","47","0.00","2.12","113","75","20","5","1","8","27","12","11","1","0","9","21","4","125","108","78","1","0","100.00"
"632","Robby Fabbri","STL","C","32","404.91666666667","2","4","2","2","6","31.58","43","4.65","3.98","83","60","55","18","0","4","6","3","3","0","0","7","4","5","30","33","8","4","10","28.57"
"653","Juho Lammikko","FLA","R","40","437.26666666667","0","6","5","1","6","66.67","39","0.00","3.28","74","54","33","17","3","5","6","3","3","0","0","2","12","12","45","12","21","142","190","42.77"
"715","Caleb Jones","EDM","D","17","336.55","1","5","2","3","6","46.15","21","4.76","0.75","44","29","13","0","0","2","6","3","3","0","0","0","17","13","20","19","18","0","0","-"
"763","Matt Roy","L.A","D","25","428.26666666667","2","4","0","4","6","28.57","34","5.88","1.41","76","55","19","3","0","4","8","4","4","0","0","2","17","4","38","36","47","0","0","-"
"770","Casey Nelson","BUF","D","38","585.55","1","5","2","3","6","28.57","37","2.70","1.1","83","54","14","1","2","1","13","5","4","1","0","2","19","5","44","45","36","0","0","-"
"783","Carl Grundstrom","L.A","R","15","224.53333333333","5","1","0","1","6","66.67","27","18.52","6.05","59","51","45","33","2","8","6","3","3","0","0","2","5","8","38","21","3","0","0","-"
"828","Alexandre Fortin","CHI","L","24","254.18333333333","3","3","2","1","6","75.00","29","10.34","3","56","39","40","15","4","3","2","1","1","0","0","5","3","9","21","16","7","11","6","64.71"
"853","Lias Andersson","NYR","C","42","450.11666666667","2","4","2","2","6","60.00","41","4.88","2.71","63","50","35","18","1","2","29","13","12","1","0","12","12","14","60","52","8","84","106","44.21"
"870","Sheldon Dries","COL","C","40","362.95","3","3","2","1","6","60.00","44","6.82","4.18","69","57","47","25","6","6","26","9","8","0","1","7","7","7","66","20","20","66","65","50.38"
"888","Lawrence Pilut","BUF","D","33","574.8","1","5","3","2","6","27.27","37","2.70","1.22","71","54","15","2","2","1","20","6","5","0","1","4","14","7","20","52","33","0","0","-"
"15","Dan Hamhuis","NSH","D","57","914.68333333333","0","5","1","4","5","18.52","39","0.00","1.47","82","49","18","3","1","7","28","14","14","0","0","8","40","12","38","70","61","0","0","-"
"26","Jonathan Ericsson","DET","D","52","895.41666666667","3","2","1","1","5","19.23","48","6.25","1.57","106","68","21","2","2","4","35","16","15","1","0","6","40","9","98","54","56","0","0","-"
"208","Michael Stone","CGY","D","14","223.1","0","5","2","3","5","55.56","12","0.00","0.45","49","28","4","0","1","3","10","5","5","0","0","1","6","6","27","18","16","0","0","-"
"217","Mark Borowiecki","OTT","D","53","825.21666666667","1","4","2","2","5","18.52","59","1.69","2.86","147","109","30","12","4","9","89","26","17","7","2","14","26","14","212","93","93","0","0","-"
"269","Nicolas Deslauriers","MTL","L","48","481.81666666667","2","3","1","2","5","50.00","48","4.17","4.21","85","67","46","26","5","2","22","8","6","2","0","4","9","11","135","50","22","1","0","100.00"
"296","Martin Marincin","TOR","D","24","364.8","1","4","1","3","5","35.71","34","2.94","1.1","79","49","20","1","0","4","12","6","6","0","0","1","25","11","21","25","21","0","1","0.00"
"336","Michael Chaput","MTL","C","32","359.13333333333","0","5","3","2","5","50.00","31","0.00","3.07","58","46","34","18","3","0","14","7","7","0","0","10","8","7","53","22","17","124","120","50.82"
"354","Ben Street","ANA","C","21","253.41666666667","3","2","2","0","5","83.33","19","15.79","1.38","46","28","24","7","1","2","2","1","1","0","0","1","4","4","19","21","9","16","27","37.21"
"384","Alan Quine","CGY","C","13","123.46666666667","3","2","0","2","5","100.00","11","27.27","0.77","20","14","9","5","0","1","6","3","3","0","0","0","5","3","14","7","2","13","20","39.39"
"475","Mackenzie MacEachern","STL","L","29","232.93333333333","3","2","1","1","5","83.33","33","9.09","3.01","48","41","32","20","0","3","10","5","5","0","0","4","0","6","49","37","4","0","0","-"
"490","Charles Hudon","MTL","L","32","373.53333333333","3","2","1","1","5","45.45","50","6.00","4.3","87","68","55","21","4","1","16","8","8","0","0","2","14","9","73","26","9","4","5","44.44"
"502","Paul LaDue","L.A","D","33","436.3","2","3","1","2","5","31.25","33","6.06","1.16","75","49","17","0","0","2","12","2","1","0","1","3","9","2","51","67","25","0","0","-"
"535","John Hayden","CHI","R","54","494.7","3","2","1","1","5","35.71","42","7.14","4.43","90","67","53","21","5","7","27","9","6","3","0","10","9","15","97","62","23","7","22","24.14"
"546","Ben Harpur","OTT","D","51","898.65","1","4","3","1","5","18.52","50","2.00","2.41","99","70","14","3","0","5","56","15","8","6","1","11","60","16","89","103","69","0","0","-"
"547","Ryan Graves","COL","D","26","288.7","3","2","1","1","5","35.71","26","11.54","0.94","62","41","13","2","0","3","2","1","1","0","0","0","12","5","32","25","51","0","0","-"
"557","Valentin Zykov","CAR, EDM, VGK","L","28","278.63333333333","2","3","1","2","5","62.50","29","6.90","4.12","57","45","40","22","1","7","2","1","1","0","0","2","15","9","26","24","6","2","7","22.22"
"598","Josh Currie","EDM","R","21","182.88333333333","2","3","2","1","5","71.43","19","10.53","1.51","34","24","17","8","1","1","2","1","1","0","0","1","2","3","39","27","17","2","3","40.00"
"647","Vladislav Kamenev","COL","C","23","207.9","2","3","1","2","5","50.00","22","9.09","1.63","42","29","16","9","2","2","10","5","5","0","0","0","5","2","20","21","4","59","59","50.00"
"716","Noah Juulsen","MTL","D","21","359.41666666667","1","4","0","4","5","26.32","22","4.55","0.57","48","29","12","1","0","0","6","3","3","0","0","1","17","6","60","46","39","0","0","-"
"732","Jacob Larsson","ANA","D","49","838.61666666667","0","5","2","3","5","19.23","57","0.00","2.54","126","87","22","7","1","11","16","8","8","0","0","3","30","10","41","86","59","0","1","0.00"
"745","Dean Kukan","CBJ","D","25","336.63333333333","0","5","3","2","5","38.46","16","0.00","0.75","36","21","8","3","1","0","6","3","3","0","0","1","5","4","16","24","21","0","0","-"
"789","Dillon Dube","CGY","C","25","251.68333333333","1","4","0","4","5","55.56","22","4.55","2.58","43","30","21","14","1","1","4","2","2","0","0","7","6","6","11","25","3","16","24","40.00"
"795","Max Jones","ANA","L","30","394.9","2","3","2","1","5","38.46","58","3.45","7.34","110","85","72","43","1","6","14","7","7","0","0","8","9","12","30","44","5","1","2","33.33"
"798","Josh Mahura","ANA","D","17","243.16666666667","1","4","2","2","5","41.67","20","5.00","0.8","42","26","12","3","0","0","4","2","2","0","0","1","8","7","6","37","18","0","0","-"
"832","Gavin Bayreuther","DAL","D","19","345.58333333333","2","3","2","1","5","35.71","25","8.00","1.91","62","39","16","4","1","2","10","5","5","0","0","1","13","8","11","32","19","0","0","-"
"887","Karson Kuhlman","BOS","C","11","133.6","3","2","1","1","5","55.56","15","20.00","0.95","31","21","11","5","2","1","2","1","1","0","0","0","3","3","6","23","4","1","0","100.00"
"891","Juuso Riikola","PIT","D","37","617.33333333333","2","3","1","2","5","19.23","43","4.65","2.34","97","59","25","5","0","4","10","5","5","0","0","4","16","13","86","75","38","0","0","-"
"69","Andrej Sekera","EDM","D","24","395.73333333333","0","4","1","3","4","20.00","28","0.00","0.86","67","40","12","0","1","3","6","3","3","0","0","0","13","6","17","42","21","0","0","-"
"121","Patrik Berglund","BUF","C","23","299.98333333333","2","2","1","1","4","57.14","25","8.00","2.73","45","38","26","13","0","2","6","3","3","0","0","4","5","6","25","14","16","68","48","58.62"
"125","Korbinian Holzer","ANA","D","22","353.46666666667","1","3","0","3","4","23.53","15","6.67","0.78","33","22","10","3","1","3","8","4","4","0","0","3","15","7","61","41","38","0","0","-"
"155","Thomas Hickey","NYI","D","40","740.2","0","4","2","2","4","13.79","47","0.00","1.71","110","70","21","3","1","3","33","14","13","1","0","6","27","9","40","92","71","0","0","-"
"273","Corban Knight","PHI","C","23","221.81666666667","1","3","1","2","4","100.00","15","6.67","1.17","24","19","16","9","0","1","0","0","0","0","0","0","2","6","9","15","13","63","58","52.07"
"286","Brandon Manning","CHI, EDM","D","39","578.8","2","2","1","1","4","20.00","33","6.06","1.43","73","45","15","3","2","5","25","8","5","3","0","10","14","7","63","55","40","0","0","-"
"304","Connor Brickley","NYR","L","14","125.68333333333","1","3","2","1","4","80.00","18","5.56","1.75","23","23","16","11","1","2","9","3","2","1","0","6","5","3","35","21","6","0","7","0.00"
"383","Andy Welinski","ANA","D","26","417.03333333333","1","3","2","1","4","28.57","32","3.13","1.51","76","51","18","0","0","5","8","4","4","0","0","4","15","6","47","42","18","0","0","-"
"433","Kurtis Gabriel","N.J","R","22","162.2","2","2","2","0","4","66.67","7","28.57","0.5","13","11","5","3","0","1","59","18","12","5","1","7","4","2","78","17","8","0","0","-"
"434","Tomas Hyka","VGK","R","17","200.01666666667","1","3","1","2","4","36.36","22","4.55","2.98","47","34","30","13","0","4","2","1","1","0","0","2","7","9","6","15","5","1","1","50.00"
"449","Phillip Di Giuseppe","CAR, NSH","L","24","243.25","1","3","1","2","4","57.14","31","3.23","2.58","58","49","25","12","1","1","8","4","4","0","0","2","6","9","54","18","9","3","2","60.00"
"510","Jaycob Megna","ANA","D","28","406.9","1","3","2","1","4","33.33","31","3.23","1.47","65","43","14","1","0","4","12","6","6","0","0","0","30","11","32","27","29","0","0","-"
"561","Steven Santini","N.J","D","39","649.6","1","3","1","2","4","21.05","41","2.44","1.71","76","60","15","2","2","2","16","8","8","0","0","4","9","9","80","48","43","0","0","-"
"594","Ross Johnston","NYI","L","17","134.55","1","3","2","1","4","57.14","12","8.33","1.52","17","14","13","10","0","1","23","7","4","3","0","5","5","2","43","19","1","0","1","0.00"
"608","Frederick Gaudreau","NSH","C","55","495.78333333333","3","1","1","0","4","30.77","43","6.98","4.43","75","64","45","25","3","6","2","1","1","0","0","8","9","13","25","38","18","156","167","48.30"
"625","Julius Honka","DAL","D","29","397.68333333333","0","4","4","0","4","23.53","38","0.00","1.6","65","48","16","4","0","4","10","5","5","0","0","3","27","4","16","54","31","0","1","0.00"
"674","Sammy Blais","STL","L","32","315.3","2","2","2","0","4","33.33","27","7.41","2.8","42","35","28","17","2","2","6","2","2","0","0","8","11","11","93","46","12","1","1","50.00"
"676","Victor Olofsson","BUF","L","6","108.1","2","2","2","0","4","66.67","21","9.52","1.43","39","31","16","2","2","3","2","1","1","0","0","0","3","1","2","3","3","0","0","-"
"689","Jonas Siegenthaler","WSH","D","26","367.98333333333","0","4","2","2","4","28.57","12","0.00","0.64","40","24","11","1","1","2","10","5","5","0","0","0","20","3","31","40","44","0","0","-"
"734","Denis Gurianov","DAL","R","21","228.31666666667","1","3","1","2","4","66.67","23","4.35","2.02","42","35","25","10","2","0","0","0","0","0","0","0","5","2","23","13","9","1","1","50.00"
"744","Andreas Martinsen","CHI","L","24","190.43333333333","1","3","3","0","4","66.67","21","4.76","1.7","34","28","17","9","2","4","14","7","7","0","0","5","7","3","83","27","9","3","4","42.86"
"764","Sami Niku","WPG","D","30","417.53333333333","1","3","0","3","4","26.67","19","5.26","1","46","29","11","5","2","4","2","1","1","0","0","2","11","3","10","30","30","0","0","-"
"814","Alexander Nylander","BUF","R","12","146.31666666667","2","2","2","0","4","66.67","16","12.50","1.55","30","22","14","8","0","1","4","2","2","0","0","3","4","1","1","5","1","2","1","66.67"
"863","Oscar Fantenberg","CGY, L.A","D","61","976","2","2","2","0","4","12.90","70","2.86","2.52","147","99","31","3","1","7","17","7","6","1","0","5","38","12","91","88","74","0","0","-"
"869","Max Veronneau","OTT","R","12","150.25","2","2","0","2","4","66.67","15","13.33","1.3","23","19","12","4","0","1","0","0","0","0","0","1","3","1","0","13","5","0","0","-"
"894","Ilya Lyubushkin","ARI","D","41","563.11666666667","0","4","3","1","4","25.00","27","0.00","1.27","64","46","12","1","1","4","13","5","4","1","0","6","22","6","150","72","61","0","0","-"
"10","Matt Hendricks","MIN, WPG","C","26","229.85","0","3","3","0","3","60.00","23","0.00","1.06","40","28","13","5","0","4","19","5","2","3","0","3","10","5","40","17","8","42","35","54.55"
"207","Jori Lehtera","PHI","C","27","246","1","2","1","1","3","50.00","17","5.88","1.21","23","18","10","6","0","0","33","11","9","1","1","3","4","6","29","28","7","79","67","54.11"
"223","Zac Rinaldo","NSH","C, L","23","163.86666666667","1","2","2","0","3","75.00","11","9.09","0.77","24","20","10","3","1","1","20","7","5","2","0","5","2","4","47","20","8","1","4","20.00"
"346","Kevin Gravel","EDM","D","36","529.53333333333","0","3","2","1","3","17.65","44","0.00","1.28","97","64","17","1","1","3","4","2","2","0","0","4","18","7","31","56","53","0","0","-"
"347","Anthony Bitetto","MIN, NSH","D","36","429.3","0","3","1","2","3","25.00","30","0.00","1.49","70","49","16","4","2","1","12","6","6","0","0","4","13","6","80","45","36","0","0","-"
"364","Scott Wilson","BUF","L","15","171.75","0","3","2","1","3","100.00","25","0.00","1.68","38","29","17","9","3","2","4","1","1","0","0","0","4","4","29","16","2","1","2","33.33"
"402","Xavier Ouellet","MTL","D","19","323.21666666667","0","3","1","2","3","37.50","32","0.00","1.38","69","50","21","3","3","5","13","5","4","1","0","2","10","5","32","15","30","0","0","-"
"450","Brendan Gaunce","VAN","C","3","22.833333333333","1","2","1","1","3","75.00","2","50.00","0.09","2","2","1","0","0","0","0","0","0","0","0","0","1","0","4","1","0","8","5","61.54"
"495","Gemel Smith","BOS, DAL","C","17","142.25","2","1","1","0","3","75.00","14","14.29","1.04","16","14","7","5","1","0","0","0","0","0","0","2","2","5","13","18","3","2","2","50.00"
"532","Jonny Brodzinski","L.A","L","13","129","2","1","1","0","3","50.00","17","11.76","1.8","35","28","19","9","3","3","2","1","1","0","0","0","0","3","23","5","7","1","1","50.00"
"562","Nic Petan","TOR, WPG","C, L","18","137.45","1","2","1","1","3","75.00","15","6.67","0.97","26","19","15","4","0","1","2","1","1","0","0","3","3","4","2","10","4","11","13","45.83"
"668","Clark Bishop","CAR","C","20","189.13333333333","1","2","2","0","3","37.50","16","6.25","1.46","37","24","22","8","1","1","6","3","3","0","0","3","5","5","39","31","5","69","78","46.94"
"671","Anders Bjork","BOS","L","20","235.98333333333","1","2","1","1","3","37.50","18","5.56","1.7","37","28","19","9","2","0","2","1","1","0","0","2","9","11","9","18","12","1","0","100.00"
"800","Jordan Kyrou","STL","C","16","154.55","1","2","2","0","3","75.00","16","6.25","1.03","24","20","18","6","2","0","4","2","2","0","0","3","3","3","2","20","3","2","0","100.00"
"810","Nathan Bastian","N.J","R","7","88.766666666667","3","0","0","0","3","100.00","13","23.08","1.85","18","16","13","11","0","3","10","2","0","2","0","2","0","1","24","15","1","3","0","100.00"
"811","Michael McLeod","N.J","C","21","256.11666666667","0","3","1","2","3","75.00","21","0.00","2.02","35","28","20","11","2","0","13","5","4","1","0","6","10","12","41","36","4","70","62","53.03"
"833","Vinni Lettieri","NYR","C","27","274.2","1","2","1","1","3","50.00","40","2.50","3.88","70","58","37","13","3","1","14","7","7","0","0","2","9","7","41","32","11","7","6","53.85"
"834","Joseph Gambardella","EDM","C","15","121.55","0","3","2","1","3","50.00","7","0.00","0.68","13","10","8","3","1","0","2","1","1","0","0","0","2","5","14","22","5","3","1","75.00"
"836","Juuso Valimaki","CGY","D","24","371.6","1","2","1","1","3","27.27","28","3.57","1.13","65","37","21","2","5","4","12","6","6","0","0","3","14","9","21","41","43","0","0","-"
"852","Ryan Poehling","MTL","C","1","11.366666666667","3","0","0","0","3","100.00","3","100.00","0.22","5","3","5","1","0","0","0","0","0","0","0","0","0","0","1","0","0","4","3","57.14"
"879","Quinn Hughes","VAN","D","5","90.4","0","3","3","0","3","60.00","6","0.00","0.2","12","8","5","1","2","2","2","1","1","0","0","1","2","3","1","2","1","0","0","-"
"883","Filip Zadina","DET","R","9","138.46666666667","1","2","0","2","3","60.00","18","5.56","1.24","38","26","16","1","0","4","0","0","0","0","0","1","5","5","6","8","3","3","3","50.00"
"74","Matt Hunwick","BUF","D","14","219.63333333333","0","2","2","0","2","66.67","10","0.00","0.39","18","13","3","1","0","0","4","2","2","0","0","2","5","2","6","20","9","0","0","-"
"83","Martin Hanzal","DAL","C","7","90.05","1","1","1","0","2","40.00","14","7.14","1.31","19","16","12","10","1","3","4","2","2","0","0","0","3","2","14","2","4","45","31","59.21"
"95","Chris Butler","STL","D","13","182.5","1","1","1","0","2","28.57","10","10.00","0.38","31","20","5","0","0","2","0","0","0","0","0","2","4","3","17","15","17","0","0","-"
"96","Tom Pyatt","OTT","L","37","433.4","0","2","1","1","2","33.33","29","0.00","2.65","53","41","35","21","1","1","2","1","1","0","0","3","9","4","15","62","46","56","92","37.84"
"133","David Schlemko","MTL","D","18","357.2","0","2","1","1","2","12.50","29","0.00","0.88","75","42","12","2","1","4","4","2","2","0","0","2","20","4","29","36","45","0","0","-"
"187","Luke Schenn","ANA, VAN","D","26","361.53333333333","0","2","0","2","2","28.57","30","0.00","1.25","64","40","17","2","1","5","16","5","3","2","0","4","9","2","105","34","39","0","0","-"
"222","Luke Witkowski","DET","R","34","326.31666666667","0","2","2","0","2","16.67","14","0.00","0.6","28","21","3","1","1","1","23","7","4","3","0","8","20","3","67","44","27","0","0","-"
"225","Dalton Prout","CGY","D","20","262.31666666667","1","1","1","0","2","16.67","14","7.14","0.54","42","26","9","1","1","0","8","4","4","0","0","2","10","4","36","12","20","0","0","-"
"282","Jordan Nolan","STL","C","14","111.13333333333","0","2","1","1","2","28.57","17","0.00","0.86","28","24","12","0","1","2","14","3","2","0","1","0","0","1","22","2","4","0","1","0.00"
"285","Darren Archibald","OTT, VAN","R","12","88.5","1","1","0","1","2","66.67","10","10.00","0.6","11","11","5","4","1","0","12","3","1","2","0","3","3","1","10","13","4","0","1","0.00"
"288","Andrew Agozzino","COL","L","11","85.916666666667","1","1","0","1","2","66.67","11","9.09","0.58","14","13","7","2","0","2","0","0","0","0","0","0","4","1","14","13","3","16","22","42.11"
"313","Alex Petrovic","EDM, FLA","D","35","578.41666666667","0","2","0","2","2","18.18","47","0.00","1.88","111","70","28","5","3","3","26","9","8","0","1","3","28","9","116","59","53","0","0","-"
"457","Jordan Schmaltz","STL","D","20","229.71666666667","0","2","2","0","2","33.33","11","0.00","0.41","19","13","4","1","0","0","2","1","1","0","0","1","3","1","10","15","22","0","0","-"
"520","Chad Ruhwedel","PIT","D","18","292.96666666667","1","1","0","1","2","33.33","22","4.55","0.56","46","30","4","0","0","1","4","2","2","0","0","1","10","7","40","38","16","0","0","-"
"525","Tyler Lewington","WSH","D","2","27.583333333333","1","1","0","1","2","66.67","3","33.33","0.09","4","3","2","0","0","0","7","2","1","1","0","1","3","0","4","4","1","0","0","-"
"533","Josh Brown","FLA","D","37","492.11666666667","1","1","0","1","2","16.67","28","3.57","0.95","65","42","13","0","0","1","28","8","4","4","0","5","17","12","80","68","31","0","0","-"
"544","Nick Paul","OTT","L","20","169.48333333333","1","1","0","1","2","50.00","30","3.33","2.68","45","36","29","15","1","3","4","2","2","0","0","0","3","5","28","24","4","16","19","45.71"
"553","Ian McCoshen","FLA","D","19","253.06666666667","1","1","0","1","2","25.00","15","6.67","0.63","33","27","5","1","0","1","8","4","4","0","0","3","11","5","41","35","13","0","0","-"
"638","Joshua Ho-Sang","NYI","R","10","145.23333333333","1","1","1","0","2","33.33","10","10.00","0.97","15","13","12","5","0","0","6","3","3","0","0","3","6","3","0","7","3","0","1","0.00"
"683","Danick Martel","T.B","L","9","91.6","0","2","2","0","2","50.00","16","0.00","1.07","26","22","14","6","0","2","8","4","4","0","0","2","1","3","12","11","1","1","1","50.00"
